fecha_inicio,fecha_fin,id_producto,tipo_descuento,id_tienda
2024-01-11,2024-01-20,PROD_023,Fixed_Amount,STORE_08
2024-01-11,2024-01-20,PROD_023,Fixed_Amount,STORE_04
2024-01-11,2024-01-20,PROD_023,Fixed_Amount,STORE_07
2024-03-23,2024-03-27,PROD_018,Percentage,STORE_10
2024-03-23,2024-03-27,PROD_018,Percentage,STORE_05
2024-03-23,2024-03-27,PROD_018,Percentage,STORE_03
2024-01-20,2024-01-28,PROD_015,Fixed_Amount,STORE_02
2024-01-20,2024-01-28,PROD_015,Fixed_Amount,STORE_10
2024-03-22,2024-03-31,PROD_015,Percentage,STORE_09
2024-03-22,2024-03-31,PROD_015,Percentage,STORE_08
2024-03-22,2024-03-31,PROD_015,Percentage,STORE_05
2024-01-15,2024-01-21,PROD_036,Percentage,STORE_05
2024-01-15,2024-01-21,PROD_036,Percentage,STORE_08
2024-01-15,2024-01-21,PROD_036,Percentage,STORE_06
2024-01-15,2024-01-21,PROD_036,Percentage,STORE_10
2024-02-04,2024-02-11,PROD_019,Fixed_Amount,STORE_04
2024-02-04,2024-02-11,PROD_019,Fixed_Amount,STORE_06
2024-03-09,2024-03-18,PROD_012,2x1,STORE_07
2024-03-09,2024-03-18,PROD_012,2x1,STORE_02
2024-03-09,2024-03-18,PROD_012,2x1,STORE_09
2024-02-21,2024-02-24,PROD_043,Percentage,STORE_01
2024-02-21,2024-02-24,PROD_043,Percentage,STORE_09
2024-02-21,2024-02-24,PROD_043,Percentage,STORE_04
2024-02-12,2024-02-19,PROD_013,Fixed_Amount,STORE_03
2024-03-04,2024-03-14,PROD_013,2x1,STORE_02
2024-03-04,2024-03-14,PROD_013,2x1,STORE_03
2024-03-04,2024-03-14,PROD_013,2x1,STORE_01
2024-03-04,2024-03-14,PROD_013,2x1,STORE_07
2024-03-19,2024-03-29,PROD_005,Fixed_Amount,STORE_10
2024-03-19,2024-03-29,PROD_005,Fixed_Amount,STORE_07
2024-03-19,2024-03-29,PROD_005,Fixed_Amount,STORE_06
2024-03-02,2024-03-14,PROD_017,Percentage,STORE_02
2024-03-02,2024-03-14,PROD_017,Percentage,STORE_10
2024-03-02,2024-03-14,PROD_017,Percentage,STORE_08
2024-03-02,2024-03-14,PROD_017,Percentage,STORE_03
2024-03-22,2024-03-30,PROD_012,Fixed_Amount,STORE_04
2024-03-22,2024-03-30,PROD_012,Fixed_Amount,STORE_09
2024-03-22,2024-03-30,PROD_012,Fixed_Amount,STORE_07
2024-03-22,2024-03-30,PROD_012,Fixed_Amount,STORE_10
2024-03-06,2024-03-12,PROD_016,Percentage,STORE_02
2024-03-06,2024-03-12,PROD_016,Percentage,STORE_01
2024-03-06,2024-03-12,PROD_016,Percentage,STORE_10
2024-03-06,2024-03-12,PROD_016,Percentage,STORE_04
2024-01-06,2024-01-15,PROD_001,Fixed_Amount,STORE_03
2024-01-06,2024-01-15,PROD_001,Fixed_Amount,STORE_07
2024-02-18,2024-02-23,PROD_032,2x1,STORE_03
2024-02-18,2024-02-23,PROD_032,2x1,STORE_04
2024-03-08,2024-03-18,PROD_001,2x1,STORE_05
2024-03-23,2024-03-31,PROD_041,Fixed_Amount,STORE_03
2024-03-01,2024-03-09,PROD_040,2x1,STORE_05
2024-03-01,2024-03-09,PROD_040,2x1,STORE_10
2024-03-01,2024-03-09,PROD_040,2x1,STORE_03
2024-02-18,2024-02-24,PROD_003,2x1,STORE_06
2024-02-18,2024-02-24,PROD_003,2x1,STORE_10
2024-02-18,2024-02-24,PROD_003,2x1,STORE_08
2024-02-18,2024-02-24,PROD_003,2x1,STORE_07
2024-03-11,2024-03-19,PROD_023,Fixed_Amount,STORE_07
2024-01-15,2024-01-26,PROD_036,Fixed_Amount,STORE_03
2024-01-15,2024-01-26,PROD_036,Fixed_Amount,STORE_06
2024-03-15,2024-03-29,PROD_013,2x1,STORE_01
