id_ticket,id_tienda,timestamp,total_venta,total_articulos,id_cliente
TICKET_0001102,STORE_08,2024-01-06 21:10:00,5.95,2,CUST_00520
TICKET_0001103,STORE_07,2024-03-04 17:01:00,13.04,1,CUST_00940
TICKET_0001104,STORE_08,2024-01-13 14:51:00,10.7,2,CUST_00741
TICKET_0001105,STORE_01,2024-03-13 09:11:00,23.11,2,CUST_00007
TICKET_0001106,STORE_09,2024-03-24 14:51:00,12.37,2,CUST_00875
TICKET_0001107,STORE_01,2024-01-07 17:21:00,2.41,1,CUST_00279
TICKET_0001108,STORE_09,2024-03-19 09:35:00,22.54,3,CUST_00078
TICKET_0001109,STORE_04,2024-01-04 21:31:00,11.66,1,CUST_00349
TICKET_0001110,STORE_06,2024-03-12 08:37:00,10.25,2,CUST_00746
TICKET_0001111,STORE_09,2024-03-02 09:05:00,14.99,2,CUST_00606
TICKET_0001112,STORE_06,2024-03-12 13:38:00,5.14,1,CUST_00333
TICKET_0001113,STORE_08,2024-01-22 18:01:00,13.4,2,CUST_00482
TICKET_0001114,STORE_08,2024-01-07 21:27:00,14.6,1,CUST_00793
TICKET_0001115,STORE_07,2024-02-25 17:44:00,16.47,3,CUST_00741
TICKET_0001116,STORE_09,2024-03-27 14:51:00,24.92,2,CUST_00974
TICKET_0001117,STORE_02,2024-01-13 20:55:00,2.87,1,CUST_00112
TICKET_0001118,STORE_05,2024-02-27 19:46:00,3.26,1,CUST_00698
TICKET_0001119,STORE_01,2024-02-17 07:00:00,20.62,2,CUST_00879
TICKET_0001120,STORE_04,2024-01-28 09:28:00,5.07,1,CUST_00096
TICKET_0001121,STORE_08,2024-01-23 12:14:00,27.53,3,CUST_00424
TICKET_0001122,STORE_02,2024-01-18 19:10:00,14.86,2,CUST_00360
TICKET_0001123,STORE_03,2024-03-21 16:13:00,39.32,4,CUST_00457
TICKET_0001124,STORE_07,2024-03-27 21:11:00,4.67,1,CUST_00665
TICKET_0001125,STORE_06,2024-03-26 15:01:00,25.76,2,CUST_00950
TICKET_0001126,STORE_08,2024-03-10 15:00:00,17.03,2,CUST_00586
TICKET_0001127,STORE_09,2024-01-31 09:51:00,14.99,1,CUST_00443
TICKET_0001128,STORE_05,2024-02-06 11:39:00,38.24,4,CUST_00434
TICKET_0001129,STORE_01,2024-02-01 21:31:00,8.58,1,CUST_00865
TICKET_0001130,STORE_04,2024-03-24 21:56:00,18.49,3,CUST_00261
TICKET_0001131,STORE_02,2024-03-02 14:33:00,14.15,1,CUST_00834
TICKET_0001132,STORE_04,2024-03-03 18:44:00,4.99,2,CUST_00905
TICKET_0001133,STORE_03,2024-01-14 11:46:00,30.32,4,CUST_00372
TICKET_0001134,STORE_03,2024-01-30 17:55:00,15.09,2,CUST_00962
TICKET_0001135,STORE_08,2024-03-10 08:35:00,38.52,5,CUST_00699
TICKET_0001136,STORE_01,2024-03-10 17:47:00,14.27,3,CUST_00361
TICKET_0001137,STORE_03,2024-02-22 19:00:00,10.81,2,CUST_00700
TICKET_0001138,STORE_01,2024-01-30 13:14:00,12.95,2,CUST_00364
TICKET_0001139,STORE_06,2024-03-02 08:20:00,32.38,4,CUST_00884
TICKET_0001140,STORE_04,2024-02-13 10:22:00,12.77,1,CUST_00503
TICKET_0001141,STORE_07,2024-03-06 07:47:00,8.04,1,CUST_00539
TICKET_0001142,STORE_04,2024-02-20 13:28:00,10.43,1,CUST_00451
TICKET_0001143,STORE_03,2024-01-08 19:58:00,33.49,4,CUST_00169
TICKET_0001144,STORE_10,2024-02-01 07:31:00,17.38,3,CUST_00029
TICKET_0001145,STORE_10,2024-03-30 08:43:00,7.48,2,CUST_00910
TICKET_0001146,STORE_09,2024-03-29 21:28:00,7.5,1,CUST_00463
TICKET_0001147,STORE_01,2024-02-19 20:04:00,9.71,1,CUST_00394
TICKET_0001148,STORE_09,2024-02-16 21:03:00,14.68,2,CUST_00414
TICKET_0001149,STORE_01,2024-03-20 11:46:00,16.47,2,CUST_00137
TICKET_0001150,STORE_06,2024-02-06 20:08:00,11.58,3,CUST_00427
TICKET_0001151,STORE_01,2024-03-10 14:46:00,13.49,1,CUST_00897
TICKET_0001152,STORE_10,2024-02-26 10:37:00,11.7,1,CUST_00912
TICKET_0001153,STORE_04,2024-01-25 12:00:00,14.55,1,CUST_00128
TICKET_0001154,STORE_01,2024-03-12 09:08:00,44.45,5,CUST_00367
TICKET_0001155,STORE_08,2024-02-24 16:40:00,20.1,2,CUST_00888
TICKET_0001156,STORE_05,2024-02-21 19:04:00,7.49,2,CUST_00100
TICKET_0001157,STORE_06,2024-02-26 10:33:00,7.26,2,CUST_00620
TICKET_0001158,STORE_02,2024-03-22 09:17:00,45.69,4,CUST_00877
TICKET_0001159,STORE_05,2024-01-26 10:02:00,32.43,5,CUST_00974
TICKET_0001160,STORE_07,2024-02-23 12:12:00,20.17,2,CUST_00988
TICKET_0001161,STORE_05,2024-03-27 08:20:00,25.01,3,CUST_00734
TICKET_0001162,STORE_10,2024-03-30 15:47:00,26.59,2,CUST_00303
TICKET_0001163,STORE_08,2024-03-01 21:15:00,3.35,1,CUST_00184
TICKET_0001164,STORE_03,2024-03-27 17:49:00,22.3,3,CUST_00665
TICKET_0001165,STORE_01,2024-03-27 14:31:00,7.48,1,CUST_00896
TICKET_0001166,STORE_08,2024-01-18 17:50:00,9.67,2,CUST_00474
TICKET_0001167,STORE_04,2024-03-10 16:13:00,19.5,3,CUST_00367
TICKET_0001168,STORE_07,2024-02-04 07:38:00,11.66,1,CUST_00623
TICKET_0001169,STORE_10,2024-01-21 07:32:00,2.56,1,CUST_00440
TICKET_0001170,STORE_07,2024-01-20 09:00:00,21.8,4,CUST_00341
TICKET_0001171,STORE_06,2024-01-17 07:46:00,14.89,1,CUST_00670
TICKET_0001172,STORE_02,2024-02-22 08:24:00,6.93,1,CUST_00394
TICKET_0001173,STORE_08,2024-02-07 08:56:00,33.28,4,CUST_00530
TICKET_0001174,STORE_01,2024-03-30 21:56:00,37.56,4,CUST_00068
TICKET_0001175,STORE_09,2024-03-12 18:37:00,18.39,2,CUST_00360
TICKET_0001176,STORE_06,2024-02-21 16:54:00,3.27,1,CUST_00155
TICKET_0001177,STORE_07,2024-03-30 20:48:00,17.75,3,CUST_00428
TICKET_0001178,STORE_01,2024-03-06 11:56:00,9.72,1,CUST_00597
TICKET_0001179,STORE_06,2024-01-22 16:37:00,24.46,2,CUST_00275
TICKET_0001180,STORE_04,2024-03-07 11:38:00,18.61,2,CUST_00887
TICKET_0001181,STORE_03,2024-03-14 11:13:00,16.87,2,CUST_00265
TICKET_0001182,STORE_04,2024-01-05 10:53:00,10.32,1,CUST_00758
TICKET_0001183,STORE_03,2024-03-01 17:25:00,31.18,3,CUST_00869
TICKET_0001184,STORE_10,2024-01-05 17:33:00,8.79,2,CUST_00096
TICKET_0001185,STORE_04,2024-03-22 10:37:00,13.48,1,CUST_00231
TICKET_0001186,STORE_09,2024-03-10 11:12:00,28.28,3,CUST_00998
TICKET_0001187,STORE_03,2024-02-14 07:33:00,6.72,1,CUST_00569
TICKET_0001188,STORE_01,2024-03-20 20:38:00,22.24,2,CUST_00959
TICKET_0001189,STORE_05,2024-01-05 10:54:00,17.03,2,CUST_00074
TICKET_0001190,STORE_10,2024-02-06 17:49:00,4.8,1,CUST_00923
TICKET_0001191,STORE_07,2024-02-03 18:28:00,27.93,3,CUST_00721
TICKET_0001192,STORE_05,2024-02-13 11:30:00,22.48,3,CUST_00059
TICKET_0001193,STORE_02,2024-02-03 21:07:00,11.29,2,CUST_00957
TICKET_0001194,STORE_03,2024-02-23 17:38:00,13.98,2,CUST_00226
TICKET_0001195,STORE_02,2024-03-25 14:27:00,6.48,1,CUST_00637
TICKET_0001196,STORE_07,2024-03-14 20:06:00,22.37,2,CUST_00202
TICKET_0001197,STORE_05,2024-02-09 12:51:00,21.92,4,CUST_00174
TICKET_0001198,STORE_03,2024-03-18 16:18:00,43.69,4,CUST_00505
TICKET_0001199,STORE_10,2024-03-26 16:30:00,18.79,3,CUST_00225
TICKET_0001200,STORE_05,2024-03-31 08:50:00,10.91,3,CUST_00973
TICKET_0001201,STORE_03,2024-01-23 18:05:00,23.61,3,CUST_00497
TICKET_0001202,STORE_10,2024-01-18 12:36:00,21.93,2,CUST_00538
TICKET_0001203,STORE_07,2024-03-25 07:12:00,16.63,2,CUST_00197
TICKET_0001204,STORE_07,2024-02-21 17:04:00,25.66,3,CUST_00728
TICKET_0001205,STORE_10,2024-03-15 10:16:00,32.18,5,CUST_00037
TICKET_0001206,STORE_05,2024-02-09 08:27:00,3.65,1,CUST_00219
TICKET_0001207,STORE_07,2024-03-09 17:26:00,43.19,5,CUST_00239
TICKET_0001208,STORE_10,2024-03-13 20:46:00,21.29,2,CUST_00202
TICKET_0001209,STORE_07,2024-02-25 15:25:00,21.02,3,CUST_00342
TICKET_0001210,STORE_07,2024-03-04 11:11:00,10.89,2,CUST_00132
TICKET_0001211,STORE_01,2024-03-06 11:03:00,14.47,1,CUST_00463
TICKET_0001212,STORE_03,2024-01-05 08:10:00,33.46,4,CUST_00933
TICKET_0001213,STORE_09,2024-01-06 09:19:00,11.23,2,CUST_00034
TICKET_0001214,STORE_04,2024-01-09 15:43:00,14.26,1,CUST_00809
TICKET_0001215,STORE_03,2024-03-18 14:13:00,21.8,3,CUST_00547
TICKET_0001216,STORE_01,2024-01-23 21:01:00,4.53,1,CUST_00410
TICKET_0001217,STORE_03,2024-02-14 10:53:00,21.06,2,CUST_00829
TICKET_0001218,STORE_10,2024-01-04 12:11:00,5.55,1,CUST_00823
TICKET_0001219,STORE_07,2024-03-10 08:23:00,13.83,2,CUST_00769
TICKET_0001220,STORE_06,2024-01-21 20:34:00,17.61,2,CUST_00376
TICKET_0001221,STORE_09,2024-03-28 13:05:00,21.36,3,CUST_00182
TICKET_0001222,STORE_07,2024-01-29 13:47:00,36.11,4,CUST_00441
TICKET_0001223,STORE_02,2024-01-26 14:00:00,14.79,2,CUST_00491
TICKET_0001224,STORE_04,2024-01-17 19:06:00,3.0,1,CUST_00515
TICKET_0001225,STORE_08,2024-01-16 16:14:00,5.21,1,CUST_00577
TICKET_0001226,STORE_08,2024-03-27 09:36:00,11.02,1,CUST_00031
TICKET_0001227,STORE_10,2024-01-04 19:49:00,30.07,3,CUST_00734
TICKET_0001228,STORE_01,2024-01-17 20:17:00,6.7,2,CUST_00902
TICKET_0001229,STORE_07,2024-03-07 08:29:00,7.2,1,CUST_00279
TICKET_0001230,STORE_09,2024-03-17 15:32:00,7.95,1,CUST_00004
TICKET_0001231,STORE_06,2024-03-13 19:03:00,9.5,1,CUST_00441
TICKET_0001232,STORE_07,2024-02-05 07:20:00,14.57,2,CUST_00827
TICKET_0001233,STORE_10,2024-03-02 13:38:00,8.01,2,CUST_00360
TICKET_0001234,STORE_08,2024-02-18 12:15:00,19.51,2,CUST_00490
TICKET_0001235,STORE_05,2024-01-16 12:38:00,21.65,3,CUST_00550
TICKET_0001236,STORE_05,2024-01-13 16:27:00,18.21,2,CUST_00046
TICKET_0001237,STORE_02,2024-03-09 08:46:00,14.88,1,CUST_00496
TICKET_0001238,STORE_07,2024-01-15 19:43:00,29.76,5,CUST_00134
TICKET_0001239,STORE_10,2024-02-13 13:23:00,14.66,2,CUST_00458
TICKET_0001240,STORE_03,2024-03-07 20:30:00,7.18,2,CUST_00913
TICKET_0001241,STORE_03,2024-03-27 15:46:00,18.81,4,CUST_00113
TICKET_0001242,STORE_04,2024-03-09 09:19:00,25.99,3,CUST_00465
TICKET_0001243,STORE_03,2024-02-20 19:11:00,4.29,1,CUST_00208
TICKET_0001244,STORE_10,2024-02-08 11:57:00,4.58,1,CUST_00570
TICKET_0001245,STORE_09,2024-03-01 21:52:00,33.44,3,CUST_00226
TICKET_0001246,STORE_01,2024-02-27 09:19:00,17.21,2,CUST_00147
TICKET_0001247,STORE_01,2024-01-06 15:17:00,13.11,1,CUST_00164
TICKET_0001248,STORE_07,2024-03-24 13:23:00,9.73,1,CUST_00356
TICKET_0001249,STORE_07,2024-01-10 21:24:00,32.58,3,CUST_00416
TICKET_0001250,STORE_09,2024-01-04 10:05:00,22.96,4,CUST_00988
TICKET_0001251,STORE_03,2024-03-30 12:50:00,11.9,2,CUST_00875
TICKET_0001252,STORE_09,2024-02-20 19:58:00,32.67,4,CUST_00112
TICKET_0001253,STORE_01,2024-02-15 08:17:00,9.15,1,CUST_00018
TICKET_0001254,STORE_02,2024-03-21 17:28:00,8.51,2,CUST_00704
TICKET_0001255,STORE_09,2024-01-31 12:46:00,34.62,3,CUST_00438
TICKET_0001256,STORE_08,2024-01-01 13:22:00,17.01,2,CUST_00053
TICKET_0001257,STORE_01,2024-03-29 20:24:00,21.67,2,CUST_00392
TICKET_0001258,STORE_08,2024-03-23 09:52:00,28.33,2,CUST_00662
TICKET_0001259,STORE_06,2024-02-03 16:12:00,34.28,3,CUST_00382
TICKET_0001260,STORE_06,2024-02-05 14:50:00,29.93,3,CUST_00409
TICKET_0001261,STORE_01,2024-01-07 18:36:00,7.0,1,CUST_00646
TICKET_0001262,STORE_07,2024-03-26 17:36:00,39.38,4,CUST_00428
TICKET_0001263,STORE_02,2024-02-14 09:48:00,12.0,2,CUST_00031
TICKET_0001264,STORE_08,2024-02-26 09:08:00,16.72,2,CUST_00695
TICKET_0001265,STORE_03,2024-03-31 18:34:00,24.47,2,CUST_00873
TICKET_0001266,STORE_06,2024-02-20 07:28:00,5.92,1,CUST_00589
TICKET_0001267,STORE_07,2024-02-06 21:50:00,43.72,5,CUST_00560
TICKET_0001268,STORE_08,2024-01-01 12:26:00,33.24,4,CUST_00434
TICKET_0001269,STORE_03,2024-03-14 07:47:00,18.32,2,CUST_00805
TICKET_0001270,STORE_05,2024-01-15 20:39:00,24.68,4,CUST_00747
TICKET_0001271,STORE_07,2024-02-23 20:04:00,4.78,1,CUST_00343
TICKET_0001272,STORE_07,2024-02-05 15:28:00,24.8,2,CUST_00681
TICKET_0001273,STORE_07,2024-03-11 14:43:00,7.9,1,CUST_00259
TICKET_0001274,STORE_03,2024-03-15 20:25:00,21.4,2,CUST_00795
TICKET_0001275,STORE_09,2024-01-10 20:55:00,26.46,3,CUST_00634
TICKET_0001276,STORE_07,2024-02-06 14:38:00,14.48,2,CUST_00356
TICKET_0001277,STORE_07,2024-03-03 07:22:00,30.47,3,CUST_00572
TICKET_0001278,STORE_06,2024-02-14 15:12:00,20.65,3,CUST_00648
TICKET_0001279,STORE_07,2024-02-24 11:48:00,20.75,2,CUST_00182
TICKET_0001280,STORE_03,2024-02-27 09:16:00,10.24,1,CUST_00587
TICKET_0001281,STORE_08,2024-03-10 19:48:00,13.41,2,CUST_00958
TICKET_0001282,STORE_08,2024-03-23 08:44:00,20.46,3,CUST_00845
TICKET_0001283,STORE_06,2024-01-16 19:10:00,23.78,3,CUST_00562
TICKET_0001284,STORE_07,2024-02-11 11:00:00,10.56,2,CUST_00895
TICKET_0001285,STORE_01,2024-03-14 11:59:00,2.58,1,CUST_00414
TICKET_0001286,STORE_05,2024-03-27 19:49:00,35.99,5,CUST_00057
TICKET_0001287,STORE_06,2024-03-27 21:28:00,9.64,1,CUST_00365
TICKET_0001288,STORE_05,2024-03-04 19:44:00,7.49,2,CUST_00222
TICKET_0001289,STORE_07,2024-02-20 09:21:00,25.28,2,CUST_00959
TICKET_0001290,STORE_04,2024-03-07 09:27:00,13.81,2,CUST_00335
TICKET_0001291,STORE_03,2024-01-13 09:50:00,14.21,1,CUST_00401
TICKET_0001292,STORE_04,2024-03-27 12:16:00,15.09,2,CUST_00821
TICKET_0001293,STORE_08,2024-03-10 21:56:00,27.42,3,CUST_00629
TICKET_0001294,STORE_08,2024-02-26 08:53:00,16.68,2,CUST_00527
TICKET_0001295,STORE_08,2024-02-27 15:18:00,21.4,3,CUST_00084
TICKET_0001296,STORE_02,2024-01-07 10:54:00,38.72,4,CUST_00888
TICKET_0001297,STORE_03,2024-01-14 16:55:00,17.11,2,CUST_00049
TICKET_0001298,STORE_04,2024-01-14 12:31:00,23.23,3,CUST_00531
TICKET_0001299,STORE_09,2024-01-31 07:12:00,16.57,2,CUST_00369
TICKET_0001300,STORE_06,2024-01-02 11:14:00,14.61,2,CUST_00572
TICKET_0001301,STORE_05,2024-03-24 15:18:00,26.62,3,CUST_00101
TICKET_0001302,STORE_06,2024-02-04 13:42:00,30.87,5,CUST_00533
TICKET_0001303,STORE_04,2024-03-26 13:56:00,13.86,2,CUST_00258
TICKET_0001304,STORE_07,2024-03-17 09:53:00,12.15,3,CUST_00695
TICKET_0001305,STORE_02,2024-03-23 11:37:00,3.11,1,CUST_00166
TICKET_0001306,STORE_10,2024-02-12 18:56:00,13.99,2,CUST_00503
TICKET_0001307,STORE_10,2024-01-28 12:14:00,17.74,2,CUST_00066
TICKET_0001308,STORE_04,2024-01-12 07:48:00,21.66,3,CUST_00484
TICKET_0001309,STORE_03,2024-03-13 15:37:00,5.87,1,CUST_00511
TICKET_0001310,STORE_05,2024-03-08 09:25:00,43.58,4,CUST_00640
TICKET_0001311,STORE_05,2024-03-20 13:04:00,18.77,3,CUST_00359
TICKET_0001312,STORE_06,2024-03-20 13:23:00,31.1,4,CUST_00884
TICKET_0001313,STORE_09,2024-03-23 20:31:00,15.44,3,CUST_00242
TICKET_0001314,STORE_03,2024-01-04 19:49:00,7.33,2,CUST_00503
TICKET_0001315,STORE_08,2024-02-29 08:00:00,56.94,5,CUST_00385
TICKET_0001316,STORE_03,2024-02-27 18:25:00,25.35,2,CUST_00510
TICKET_0001317,STORE_01,2024-01-29 20:28:00,8.75,2,CUST_00634
TICKET_0001318,STORE_06,2024-01-24 10:49:00,12.7,1,CUST_00909
TICKET_0001319,STORE_03,2024-01-23 19:24:00,27.53,3,CUST_00520
TICKET_0001320,STORE_07,2024-02-26 21:45:00,34.46,4,CUST_00816
TICKET_0001321,STORE_08,2024-01-25 21:28:00,13.64,2,CUST_00249
TICKET_0001322,STORE_01,2024-01-24 07:19:00,35.96,3,CUST_00647
TICKET_0001323,STORE_09,2024-03-23 13:12:00,29.69,2,CUST_00056
TICKET_0001324,STORE_05,2024-03-25 16:03:00,5.25,1,CUST_00448
TICKET_0001325,STORE_06,2024-02-12 14:11:00,52.3,5,CUST_00176
TICKET_0001326,STORE_01,2024-01-13 07:18:00,13.99,2,CUST_00193
TICKET_0001327,STORE_03,2024-01-04 12:40:00,6.49,2,CUST_00481
TICKET_0001328,STORE_02,2024-02-10 18:01:00,11.9,2,CUST_00380
TICKET_0001329,STORE_04,2024-02-29 16:30:00,10.47,1,CUST_00221
TICKET_0001330,STORE_10,2024-02-28 12:05:00,24.38,2,CUST_00458
TICKET_0001331,STORE_10,2024-02-14 12:10:00,17.43,2,CUST_00625
TICKET_0001332,STORE_09,2024-02-24 09:52:00,18.91,2,CUST_00030
TICKET_0001333,STORE_10,2024-01-31 20:58:00,26.16,3,CUST_00035
TICKET_0001334,STORE_01,2024-01-30 19:36:00,5.79,1,CUST_00862
TICKET_0001335,STORE_10,2024-02-23 16:28:00,18.58,2,CUST_00953
TICKET_0001336,STORE_09,2024-03-16 08:24:00,18.08,2,CUST_00213
TICKET_0001337,STORE_02,2024-02-07 20:51:00,27.93,3,CUST_00485
TICKET_0001338,STORE_06,2024-01-23 16:05:00,5.83,1,CUST_00123
TICKET_0001339,STORE_02,2024-03-13 12:05:00,20.97,2,CUST_00395
TICKET_0001340,STORE_10,2024-02-09 17:27:00,3.53,1,CUST_00809
TICKET_0001341,STORE_05,2024-03-27 10:45:00,4.83,1,CUST_00837
TICKET_0001342,STORE_01,2024-01-03 11:01:00,2.26,1,CUST_00463
TICKET_0001343,STORE_03,2024-02-26 09:37:00,7.25,1,CUST_00972
TICKET_0001344,STORE_10,2024-01-02 20:24:00,8.64,1,CUST_00226
TICKET_0001345,STORE_04,2024-02-11 17:07:00,24.85,2,CUST_00524
TICKET_0001346,STORE_06,2024-01-08 13:56:00,5.47,2,CUST_00292
TICKET_0001347,STORE_09,2024-01-27 10:31:00,9.65,1,CUST_00680
TICKET_0001348,STORE_09,2024-01-29 15:49:00,8.72,1,CUST_00864
TICKET_0001349,STORE_10,2024-03-12 07:30:00,13.53,1,CUST_00197
TICKET_0001350,STORE_10,2024-01-08 19:52:00,23.91,3,CUST_00709
TICKET_0001351,STORE_10,2024-01-20 08:37:00,13.58,1,CUST_00797
TICKET_0001352,STORE_07,2024-02-20 14:42:00,67.32,5,CUST_00773
TICKET_0001353,STORE_09,2024-01-05 16:53:00,6.99,1,CUST_00460
TICKET_0001354,STORE_02,2024-01-09 15:35:00,6.94,1,CUST_00479
TICKET_0001355,STORE_02,2024-03-13 15:47:00,9.04,2,CUST_00114
TICKET_0001356,STORE_06,2024-02-18 17:20:00,23.53,3,CUST_00781
TICKET_0001357,STORE_06,2024-03-12 16:45:00,26.36,3,CUST_00596
TICKET_0001358,STORE_08,2024-02-26 14:29:00,5.28,1,CUST_00532
TICKET_0001359,STORE_09,2024-01-29 11:01:00,26.36,2,CUST_00629
TICKET_0001360,STORE_10,2024-02-20 08:40:00,22.29,3,CUST_00536
TICKET_0001361,STORE_03,2024-02-09 13:09:00,5.24,1,CUST_00864
TICKET_0001362,STORE_05,2024-03-21 13:10:00,29.68,4,CUST_00133
TICKET_0001363,STORE_03,2024-02-04 11:15:00,19.77,2,CUST_00647
TICKET_0001364,STORE_07,2024-03-06 19:48:00,6.66,1,CUST_00147
TICKET_0001365,STORE_01,2024-01-14 16:49:00,9.52,3,CUST_00928
TICKET_0001366,STORE_09,2024-02-26 19:19:00,26.51,4,CUST_00982
TICKET_0001367,STORE_06,2024-01-05 08:44:00,9.46,1,CUST_00876
TICKET_0001368,STORE_07,2024-01-23 19:14:00,21.48,2,CUST_00550
TICKET_0001369,STORE_09,2024-01-02 07:20:00,5.25,1,CUST_00710
TICKET_0001370,STORE_07,2024-02-25 19:55:00,38.15,5,CUST_00969
TICKET_0001371,STORE_02,2024-02-29 19:57:00,37.1,5,CUST_00976
TICKET_0001372,STORE_01,2024-02-10 13:22:00,2.67,1,CUST_00248
TICKET_0001373,STORE_08,2024-03-05 14:16:00,29.31,3,CUST_00694
TICKET_0001374,STORE_10,2024-03-24 18:36:00,15.66,2,CUST_00347
TICKET_0001375,STORE_06,2024-01-28 17:46:00,19.62,2,CUST_00457
TICKET_0001376,STORE_07,2024-01-31 12:24:00,27.76,3,CUST_00204
TICKET_0001377,STORE_08,2024-02-22 18:13:00,20.11,3,CUST_00819
TICKET_0001378,STORE_02,2024-01-07 13:56:00,11.99,2,CUST_00044
TICKET_0001379,STORE_05,2024-01-02 21:48:00,9.41,1,CUST_00065
TICKET_0001380,STORE_10,2024-02-18 17:04:00,32.46,3,CUST_00621
TICKET_0001381,STORE_03,2024-03-07 12:29:00,12.13,1,CUST_00478
TICKET_0001382,STORE_04,2024-02-08 11:53:00,2.9,1,CUST_00809
TICKET_0001383,STORE_03,2024-03-31 09:52:00,4.27,1,CUST_00934
TICKET_0001384,STORE_01,2024-02-10 10:52:00,9.96,1,CUST_00625
TICKET_0001385,STORE_07,2024-02-24 08:05:00,14.73,1,CUST_00282
TICKET_0001386,STORE_10,2024-03-02 20:33:00,30.32,5,CUST_00467
TICKET_0001387,STORE_08,2024-02-04 16:06:00,21.95,3,CUST_00852
TICKET_0001388,STORE_01,2024-02-03 18:23:00,17.4,2,CUST_00594
TICKET_0001389,STORE_07,2024-03-20 11:39:00,27.85,3,CUST_00582
TICKET_0001390,STORE_02,2024-01-19 07:07:00,7.04,1,CUST_00865
TICKET_0001391,STORE_07,2024-01-23 11:55:00,5.99,1,CUST_00479
TICKET_0001392,STORE_10,2024-03-15 08:27:00,5.81,1,CUST_00160
TICKET_0001393,STORE_05,2024-01-13 21:36:00,36.16,4,CUST_00109
TICKET_0001394,STORE_06,2024-02-05 19:40:00,41.44,5,CUST_00547
TICKET_0001395,STORE_09,2024-03-05 12:20:00,53.32,5,CUST_00825
TICKET_0001396,STORE_08,2024-01-13 20:11:00,6.94,1,CUST_00339
TICKET_0001397,STORE_07,2024-03-23 17:16:00,27.56,5,CUST_00036
TICKET_0001398,STORE_10,2024-03-02 15:30:00,7.93,1,CUST_00815
TICKET_0001399,STORE_10,2024-02-08 12:59:00,11.67,2,CUST_00402
TICKET_0001400,STORE_05,2024-02-07 08:04:00,23.37,2,CUST_00277
TICKET_0001401,STORE_06,2024-01-18 17:03:00,24.34,4,CUST_00898
TICKET_0001402,STORE_04,2024-03-28 21:17:00,22.36,3,CUST_00724
TICKET_0001403,STORE_06,2024-03-01 17:22:00,18.4,2,CUST_00021
TICKET_0001404,STORE_06,2024-01-10 15:28:00,31.37,3,CUST_00175
TICKET_0001405,STORE_10,2024-01-26 08:42:00,14.72,2,CUST_00634
TICKET_0001406,STORE_03,2024-02-20 09:08:00,12.96,2,CUST_00091
TICKET_0001407,STORE_08,2024-02-09 12:29:00,6.19,1,CUST_00718
TICKET_0001408,STORE_10,2024-03-29 19:10:00,29.85,3,CUST_00748
TICKET_0001409,STORE_03,2024-02-06 21:21:00,37.22,6,CUST_00035
TICKET_0001410,STORE_10,2024-01-08 20:18:00,14.49,1,CUST_00822
TICKET_0001411,STORE_01,2024-01-17 07:15:00,11.82,2,CUST_00852
TICKET_0001412,STORE_09,2024-02-13 13:17:00,23.53,2,CUST_00296
TICKET_0001413,STORE_10,2024-01-06 17:46:00,23.58,2,CUST_00474
TICKET_0001414,STORE_02,2024-02-23 07:40:00,5.68,1,CUST_00437
TICKET_0001415,STORE_01,2024-01-08 11:10:00,16.05,2,CUST_00092
TICKET_0001416,STORE_01,2024-02-17 11:11:00,7.56,1,CUST_00887
TICKET_0001417,STORE_08,2024-01-11 09:49:00,20.6,2,CUST_00926
TICKET_0001418,STORE_06,2024-02-26 19:09:00,24.46,2,CUST_00478
TICKET_0001419,STORE_09,2024-01-08 12:32:00,14.49,2,CUST_00215
TICKET_0001420,STORE_04,2024-01-20 13:14:00,22.77,2,CUST_00795
TICKET_0001421,STORE_01,2024-01-13 15:05:00,14.47,1,CUST_00210
TICKET_0001422,STORE_02,2024-02-15 16:43:00,22.49,2,CUST_00724
TICKET_0001423,STORE_10,2024-01-22 11:57:00,6.14,1,CUST_00339
TICKET_0001424,STORE_10,2024-03-19 20:11:00,60.68,6,CUST_00348
TICKET_0001425,STORE_10,2024-02-14 19:54:00,19.21,2,CUST_00785
TICKET_0001426,STORE_04,2024-03-02 21:44:00,16.69,2,CUST_00872
TICKET_0001427,STORE_08,2024-01-21 19:58:00,29.83,3,CUST_00830
TICKET_0001428,STORE_03,2024-01-02 21:27:00,13.67,2,CUST_00510
TICKET_0001429,STORE_06,2024-02-29 17:06:00,32.94,3,CUST_00780
TICKET_0001430,STORE_07,2024-01-14 14:18:00,47.84,5,CUST_00059
TICKET_0001431,STORE_01,2024-01-02 21:40:00,13.58,2,CUST_00139
TICKET_0001432,STORE_03,2024-02-28 19:05:00,8.39,1,CUST_00436
TICKET_0001433,STORE_03,2024-01-27 15:30:00,22.15,2,CUST_00348
TICKET_0001434,STORE_09,2024-02-02 07:52:00,12.31,1,CUST_00443
TICKET_0001435,STORE_05,2024-01-02 16:54:00,18.64,3,CUST_00441
TICKET_0001436,STORE_04,2024-02-01 14:53:00,13.02,3,CUST_00976
TICKET_0001437,STORE_06,2024-02-18 08:29:00,38.18,4,CUST_00285
TICKET_0001438,STORE_08,2024-02-10 17:16:00,21.95,3,CUST_00997
TICKET_0001439,STORE_06,2024-03-13 20:58:00,4.36,1,CUST_00441
TICKET_0001440,STORE_05,2024-01-05 14:39:00,9.65,1,CUST_00763
TICKET_0001441,STORE_08,2024-03-13 12:11:00,20.87,3,CUST_00591
