id_cliente,fecha_registro,edad,segmento
CUST_00699,2022-10-11,50,Premium
CUST_00700,2023-12-27,55,Regular
CUST_00701,2022-06-22,36,Regular
CUST_00702,2023-03-25,25,Budget
CUST_00703,2022-07-19,29,Regular
CUST_00704,2023-01-20,20,Budget
CUST_00705,2023-04-28,25,Budget
CUST_00706,2022-05-28,22,Budget
CUST_00707,2023-01-01,52,Regular
CUST_00708,2022-07-30,44,Premium
CUST_00709,2023-07-17,49,Regular
CUST_00710,2022-12-16,22,Budget
CUST_00711,2022-11-16,37,Premium
CUST_00712,2023-01-03,68,Regular
CUST_00713,2023-10-10,60,Premium
CUST_00714,2022-11-25,46,Regular
CUST_00715,2023-07-15,24,Regular
CUST_00716,2023-08-13,21,Budget
CUST_00717,2023-01-13,18,Budget
CUST_00718,2022-05-29,31,Regular
CUST_00719,2023-05-03,20,Budget
CUST_00720,2023-11-24,22,Budget
CUST_00721,2022-10-15,45,Premium
CUST_00722,2023-06-07,55,Regular
CUST_00723,2023-02-06,18,Budget
CUST_00724,2023-05-03,18,Budget
CUST_00725,2023-09-18,46,Regular
CUST_00726,2023-12-26,59,Premium
CUST_00727,2022-04-23,67,Regular
CUST_00728,2022-05-02,56,Regular
CUST_00729,2022-08-21,41,Premium
CUST_00730,2023-02-01,42,Regular
CUST_00731,2022-10-29,23,Budget
CUST_00732,2023-10-25,28,Regular
CUST_00733,2022-09-13,32,Regular
CUST_00734,2022-12-11,64,Regular
CUST_00735,2023-04-11,58,Premium
CUST_00736,2023-04-08,22,Budget
CUST_00737,2023-08-30,19,Budget
CUST_00738,2022-03-29,44,Regular
CUST_00739,2023-11-14,43,Regular
CUST_00740,2023-11-27,54,Regular
CUST_00741,2022-01-23,40,Regular
CUST_00742,2022-04-18,60,Regular
CUST_00743,2022-04-21,58,Regular
CUST_00744,2023-10-18,19,Budget
CUST_00745,2023-05-30,34,Premium
CUST_00746,2022-08-12,64,Premium
CUST_00747,2023-05-06,63,Premium
CUST_00748,2022-10-29,42,Regular
CUST_00749,2022-03-07,48,Regular
CUST_00750,2023-01-28,34,Regular
CUST_00751,2022-08-22,43,Regular
CUST_00752,2022-07-28,33,Regular
CUST_00753,2023-02-22,18,Budget
CUST_00754,2023-08-10,41,Regular
CUST_00755,2022-03-11,52,Regular
CUST_00756,2023-09-15,33,Premium
CUST_00757,2023-06-20,41,Regular
CUST_00758,2023-04-14,19,Budget
CUST_00759,2023-02-09,24,Budget
CUST_00760,2022-07-07,23,Budget
CUST_00761,2022-09-30,41,Regular
CUST_00762,2022-08-09,25,Regular
CUST_00763,2022-12-02,45,Regular
CUST_00764,2023-06-20,21,Budget
CUST_00765,2022-06-08,39,Regular
CUST_00766,2022-11-15,20,Budget
CUST_00767,2023-10-26,23,Budget
CUST_00768,2022-11-10,51,Regular
CUST_00769,2023-12-05,52,Regular
CUST_00770,2022-12-16,66,Regular
CUST_00771,2022-05-26,54,Regular
CUST_00772,2022-10-30,49,Regular
CUST_00773,2023-02-05,62,Premium
CUST_00774,2022-02-16,41,Regular
CUST_00775,2023-07-13,23,Budget
CUST_00776,2022-05-17,40,Premium
CUST_00777,2023-05-20,34,Premium
CUST_00778,2022-02-19,31,Regular
CUST_00779,2023-09-17,20,Budget
CUST_00780,2023-12-11,66,Regular
CUST_00781,2023-07-17,66,Regular
CUST_00782,2022-10-29,64,Premium
CUST_00783,2022-12-15,22,Budget
CUST_00784,2022-02-18,41,Regular
CUST_00785,2022-12-22,26,Regular
CUST_00786,2023-09-30,21,Budget
CUST_00787,2023-10-03,56,Regular
CUST_00788,2022-07-01,57,Regular
CUST_00789,2022-07-07,21,Budget
CUST_00790,2023-10-26,41,Regular
CUST_00791,2023-02-12,42,Regular
CUST_00792,2022-12-08,23,Budget
CUST_00793,2022-08-08,20,Budget
CUST_00794,2023-02-04,31,Regular
CUST_00795,2023-12-30,63,Regular
CUST_00796,2022-08-16,65,Regular
CUST_00797,2022-09-07,21,Budget
CUST_00798,2022-07-15,42,Regular
CUST_00799,2023-06-03,48,Regular
CUST_00800,2023-11-03,24,Budget
CUST_00801,2023-04-17,41,Regular
CUST_00802,2023-03-02,28,Regular
CUST_00803,2022-11-09,43,Premium
CUST_00804,2022-03-23,42,Regular
CUST_00805,2023-12-31,24,Budget
CUST_00806,2023-01-06,18,Budget
CUST_00807,2023-03-21,41,Premium
CUST_00808,2023-09-21,19,Budget
CUST_00809,2022-11-23,19,Budget
CUST_00810,2023-08-16,54,Regular
CUST_00811,2022-01-28,63,Premium
CUST_00812,2023-02-27,62,Regular
CUST_00813,2023-09-02,38,Regular
CUST_00814,2023-09-02,23,Budget
CUST_00815,2023-06-01,42,Regular
CUST_00816,2022-04-08,31,Premium
CUST_00817,2023-08-11,51,Premium
CUST_00818,2022-10-21,25,Budget
CUST_00819,2023-09-03,39,Premium
CUST_00820,2023-07-15,24,Budget
CUST_00821,2022-10-04,24,Budget
CUST_00822,2022-03-09,24,Budget
CUST_00823,2023-10-17,43,Regular
CUST_00824,2022-03-20,22,Budget
CUST_00825,2023-01-16,57,Premium
CUST_00826,2022-01-26,49,Regular
CUST_00827,2022-09-11,23,Regular
CUST_00828,2022-04-07,65,Regular
CUST_00829,2023-11-10,56,Regular
CUST_00830,2023-01-14,46,Regular
CUST_00831,2023-12-10,40,Regular
CUST_00832,2023-08-09,41,Premium
CUST_00833,2023-04-21,21,Budget
CUST_00834,2023-08-20,58,Regular
CUST_00835,2023-07-13,30,Regular
CUST_00836,2022-04-14,23,Budget
CUST_00837,2023-03-30,41,Regular
CUST_00838,2023-01-22,28,Regular
CUST_00839,2023-09-18,48,Regular
CUST_00840,2022-08-08,23,Budget
CUST_00841,2023-06-04,25,Budget
CUST_00842,2023-01-01,33,Premium
CUST_00843,2023-10-11,25,Budget
CUST_00844,2022-05-09,45,Premium
CUST_00845,2023-11-01,42,Regular
CUST_00846,2022-04-12,25,Regular
CUST_00847,2023-06-21,56,Premium
CUST_00848,2023-10-28,21,Budget
CUST_00849,2022-08-15,22,Budget
CUST_00850,2022-09-22,22,Budget
CUST_00851,2022-07-30,35,Premium
CUST_00852,2023-03-26,32,Regular
CUST_00853,2023-12-26,38,Premium
CUST_00854,2022-05-11,23,Budget
CUST_00855,2022-10-04,59,Premium
CUST_00856,2022-07-09,19,Budget
CUST_00857,2023-11-23,56,Regular
CUST_00858,2022-11-10,47,Premium
CUST_00859,2022-06-25,44,Regular
CUST_00860,2023-09-12,38,Regular
CUST_00861,2022-10-16,36,Regular
CUST_00862,2022-03-07,25,Budget
CUST_00863,2022-02-16,49,Regular
CUST_00864,2023-10-22,18,Budget
CUST_00865,2023-10-02,25,Budget
CUST_00866,2023-03-18,25,Regular
CUST_00867,2022-05-23,59,Regular
CUST_00868,2022-11-09,20,Budget
CUST_00869,2023-10-16,67,Regular
CUST_00870,2023-07-05,46,Premium
CUST_00871,2022-07-26,42,Premium
CUST_00872,2023-10-08,18,Budget
CUST_00873,2023-03-19,44,Regular
CUST_00874,2023-07-12,25,Budget
CUST_00875,2023-05-16,57,Regular
CUST_00876,2023-10-21,56,Regular
CUST_00877,2023-05-22,43,Premium
CUST_00878,2023-02-28,46,Regular
CUST_00879,2023-09-06,47,Regular
CUST_00880,2022-03-24,25,Budget
CUST_00881,2023-03-02,32,Premium
CUST_00882,2022-06-22,49,Regular
CUST_00883,2023-09-28,38,Premium
CUST_00884,2023-02-02,48,Premium
CUST_00885,2023-11-07,22,Budget
CUST_00886,2022-09-22,23,Budget
CUST_00887,2022-03-30,25,Budget
CUST_00888,2022-11-30,64,Premium
CUST_00889,2022-03-09,25,Regular
CUST_00890,2023-09-29,31,Premium
CUST_00891,2023-09-24,62,Regular
CUST_00892,2022-01-16,24,Budget
CUST_00893,2023-03-08,18,Budget
CUST_00894,2023-07-30,20,Budget
CUST_00895,2023-10-23,42,Regular
CUST_00896,2023-11-15,21,Budget
CUST_00897,2022-07-20,22,Budget
CUST_00898,2022-02-04,33,Premium
CUST_00899,2023-04-25,53,Premium
CUST_00900,2022-12-09,66,Regular
CUST_00901,2023-03-14,33,Regular
CUST_00902,2023-06-11,68,Regular
CUST_00903,2023-08-28,47,Regular
CUST_00904,2023-07-04,22,Budget
CUST_00905,2022-06-28,50,Regular
CUST_00906,2022-12-14,24,Budget
CUST_00907,2022-03-17,23,Budget
CUST_00908,2023-05-07,43,Regular
CUST_00909,2022-12-13,63,Premium
CUST_00910,2023-08-07,22,Regular
CUST_00911,2022-08-02,27,Regular
CUST_00912,2023-07-27,18,Budget
CUST_00913,2022-10-10,47,Regular
CUST_00914,2022-12-28,21,Budget
CUST_00915,2023-09-13,58,Premium
CUST_00916,2022-05-22,61,Regular
CUST_00917,2023-11-20,66,Regular
CUST_00918,2022-02-18,59,Regular
CUST_00919,2022-05-16,23,Budget
CUST_00920,2023-08-25,21,Budget
CUST_00921,2022-12-29,63,Regular
CUST_00922,2022-12-10,18,Budget
CUST_00923,2023-06-13,18,Budget
CUST_00924,2023-07-25,20,Budget
CUST_00925,2023-07-05,62,Regular
CUST_00926,2023-05-09,32,Regular
CUST_00927,2022-05-07,42,Premium
CUST_00928,2022-06-17,18,Budget
CUST_00929,2023-08-07,33,Regular
CUST_00930,2023-03-21,41,Premium
CUST_00931,2023-08-25,66,Regular
CUST_00932,2023-06-04,34,Premium
CUST_00933,2023-11-01,52,Premium
CUST_00934,2023-11-20,24,Budget
CUST_00935,2023-10-20,39,Regular
CUST_00936,2023-11-04,23,Budget
CUST_00937,2023-04-30,39,Regular
CUST_00938,2022-03-25,21,Budget
CUST_00939,2023-01-13,41,Premium
CUST_00940,2022-04-15,62,Regular
CUST_00941,2022-09-23,32,Regular
CUST_00942,2023-01-12,30,Regular
CUST_00943,2022-03-25,20,Budget
CUST_00944,2023-08-28,23,Regular
CUST_00945,2022-12-16,25,Budget
CUST_00946,2022-09-25,18,Budget
CUST_00947,2022-11-07,18,Budget
CUST_00948,2022-12-23,47,Regular
CUST_00949,2022-05-07,18,Budget
CUST_00950,2023-02-12,44,Regular
CUST_00951,2022-10-04,49,Regular
CUST_00952,2023-02-24,39,Regular
CUST_00953,2023-09-26,30,Regular
CUST_00954,2023-03-27,65,Regular
CUST_00955,2022-02-10,65,Regular
CUST_00956,2022-03-16,61,Regular
CUST_00957,2023-01-15,57,Regular
CUST_00958,2022-10-17,60,Regular
CUST_00959,2022-01-07,22,Budget
CUST_00960,2022-07-12,25,Budget
CUST_00961,2023-10-31,48,Premium
CUST_00962,2023-02-23,39,Regular
CUST_00963,2023-04-20,52,Regular
CUST_00964,2023-07-30,59,Regular
CUST_00965,2023-11-19,55,Regular
CUST_00966,2023-05-01,21,Budget
CUST_00967,2023-09-17,25,Regular
CUST_00968,2023-01-11,22,Budget
CUST_00969,2022-03-16,32,Premium
CUST_00970,2022-06-04,19,Budget
CUST_00971,2023-03-24,20,Budget
CUST_00972,2022-05-05,27,Regular
CUST_00973,2023-04-30,51,Regular
CUST_00974,2022-03-28,64,Premium
CUST_00975,2022-07-20,39,Regular
CUST_00976,2022-02-28,42,Premium
CUST_00977,2022-04-19,46,Premium
CUST_00978,2022-03-09,51,Premium
CUST_00979,2023-11-05,42,Premium
CUST_00980,2023-01-14,22,Budget
CUST_00981,2023-07-08,32,Premium
CUST_00982,2023-01-18,50,Premium
CUST_00983,2022-05-19,21,Budget
CUST_00984,2023-08-27,22,Regular
CUST_00985,2022-04-21,56,Regular
CUST_00986,2022-04-09,46,Premium
CUST_00987,2023-10-26,51,Premium
CUST_00988,2023-06-04,58,Regular
CUST_00989,2023-09-05,18,Budget
CUST_00990,2022-03-05,40,Regular
CUST_00991,2022-09-24,55,Regular
CUST_00992,2022-05-20,68,Regular
CUST_00993,2023-01-30,23,Budget
CUST_00994,2022-07-03,26,Regular
CUST_00995,2023-06-08,23,Budget
CUST_00996,2023-10-28,48,Premium
CUST_00997,2023-08-05,61,Premium
CUST_00998,2022-04-12,57,Regular
CUST_00999,2023-02-11,45,Regular
CUST_01000,2023-12-05,32,Regular
