fecha,id_tienda,clima,competitor_price_index,indice_trafico
2024-02-22,STORE_09,Sunny,1.09,37.3
2024-02-22,STORE_10,Sunny,1.08,52.0
2024-02-23,STORE_01,Cloudy,0.97,91.3
2024-02-23,STORE_02,Cloudy,1.01,47.0
2024-02-23,STORE_03,Cloudy,1.06,51.5
2024-02-23,STORE_04,Cloudy,1.06,72.7
2024-02-23,STORE_05,Cloudy,0.99,92.3
2024-02-23,STORE_06,Cloudy,0.98,91.5
2024-02-23,STORE_07,Cloudy,0.87,100.0
2024-02-23,STORE_08,Cloudy,0.91,56.7
2024-02-23,STORE_09,Cloudy,1.0,47.7
2024-02-23,STORE_10,Cloudy,0.97,65.1
2024-02-24,STORE_01,Sunny,1.03,40.4
2024-02-24,STORE_02,Sunny,1.03,68.7
2024-02-24,STORE_03,Sunny,1.04,62.9
2024-02-24,STORE_04,Sunny,1.05,46.5
2024-02-24,STORE_05,Sunny,1.02,12.7
2024-02-24,STORE_06,Sunny,1.03,7.1
2024-02-24,STORE_07,Sunny,0.91,24.5
2024-02-24,STORE_08,Sunny,0.99,58.4
2024-02-24,STORE_09,Sunny,0.94,67.0
2024-02-24,STORE_10,Sunny,1.01,73.9
2024-02-25,STORE_01,Sunny,0.99,21.6
2024-02-25,STORE_02,Sunny,1.02,58.7
2024-02-25,STORE_03,Sunny,0.97,66.3
2024-02-25,STORE_04,Sunny,0.99,24.1
2024-02-25,STORE_05,Sunny,0.97,20.8
2024-02-25,STORE_06,Sunny,1.0,16.4
2024-02-25,STORE_07,Sunny,1.0,18.2
2024-02-25,STORE_08,Sunny,1.05,63.2
2024-02-25,STORE_09,Sunny,0.97,71.0
2024-02-25,STORE_10,Sunny,1.0,73.4
2024-02-26,STORE_01,Cloudy,0.95,84.5
2024-02-26,STORE_02,Cloudy,0.99,54.7
2024-02-26,STORE_03,Cloudy,0.89,58.5
2024-02-26,STORE_04,Cloudy,0.97,74.0
2024-02-26,STORE_05,Cloudy,1.02,89.3
2024-02-26,STORE_06,Cloudy,0.96,77.9
2024-02-26,STORE_07,Cloudy,0.96,83.9
2024-02-26,STORE_08,Cloudy,0.98,58.4
2024-02-26,STORE_09,Cloudy,0.98,20.9
2024-02-26,STORE_10,Cloudy,0.92,39.6
2024-02-27,STORE_01,Cloudy,0.94,77.5
2024-02-27,STORE_02,Cloudy,1.04,56.1
2024-02-27,STORE_03,Cloudy,0.99,48.3
2024-02-27,STORE_04,Cloudy,0.93,66.9
2024-02-27,STORE_05,Cloudy,0.96,100.0
2024-02-27,STORE_06,Cloudy,0.96,100.0
2024-02-27,STORE_07,Cloudy,0.94,90.3
2024-02-27,STORE_08,Cloudy,0.98,55.2
2024-02-27,STORE_09,Cloudy,1.03,46.9
2024-02-27,STORE_10,Cloudy,0.93,45.3
2024-02-28,STORE_01,Sunny,1.03,84.8
2024-02-28,STORE_02,Sunny,1.03,59.8
2024-02-28,STORE_03,Sunny,0.98,39.0
2024-02-28,STORE_04,Sunny,1.07,67.2
2024-02-28,STORE_05,Sunny,1.04,73.0
2024-02-28,STORE_06,Sunny,1.09,93.9
2024-02-28,STORE_07,Sunny,1.04,80.9
2024-02-28,STORE_08,Sunny,0.97,72.8
2024-02-28,STORE_09,Sunny,0.91,34.6
2024-02-28,STORE_10,Sunny,0.91,57.1
2024-02-29,STORE_01,Rainy,1.03,84.3
2024-02-29,STORE_02,Rainy,1.01,64.7
2024-02-29,STORE_03,Rainy,0.96,56.6
2024-02-29,STORE_04,Rainy,0.98,80.9
2024-02-29,STORE_05,Rainy,1.04,80.5
2024-02-29,STORE_06,Rainy,1.08,94.0
2024-02-29,STORE_07,Rainy,1.05,100.0
2024-02-29,STORE_08,Rainy,1.09,32.8
2024-02-29,STORE_09,Rainy,0.96,59.2
2024-02-29,STORE_10,Rainy,0.95,57.3
2024-03-01,STORE_01,Sunny,1.03,88.7
2024-03-01,STORE_02,Sunny,0.95,52.8
2024-03-01,STORE_03,Sunny,1.06,41.5
2024-03-01,STORE_04,Sunny,1.0,82.8
2024-03-01,STORE_05,Sunny,0.9,80.8
2024-03-01,STORE_06,Sunny,1.1,74.3
2024-03-01,STORE_07,Sunny,1.01,72.2
2024-03-01,STORE_08,Sunny,0.94,60.1
2024-03-01,STORE_09,Sunny,1.05,51.8
2024-03-01,STORE_10,Sunny,1.14,50.1
2024-03-02,STORE_01,Sunny,0.96,32.0
2024-03-02,STORE_02,Sunny,0.99,76.3
2024-03-02,STORE_03,Sunny,0.99,59.3
2024-03-02,STORE_04,Sunny,1.05,20.0
2024-03-02,STORE_05,Sunny,1.01,39.0
2024-03-02,STORE_06,Sunny,1.01,21.1
2024-03-02,STORE_07,Sunny,1.06,31.8
2024-03-02,STORE_08,Sunny,1.01,68.8
2024-03-02,STORE_09,Sunny,0.94,76.5
2024-03-02,STORE_10,Sunny,1.09,82.1
2024-03-03,STORE_01,Sunny,1.06,21.0
2024-03-03,STORE_02,Sunny,1.1,76.7
2024-03-03,STORE_03,Sunny,0.98,61.2
2024-03-03,STORE_04,Sunny,1.03,32.3
2024-03-03,STORE_05,Sunny,0.96,17.8
2024-03-03,STORE_06,Sunny,1.04,28.8
2024-03-03,STORE_07,Sunny,1.07,10.8
2024-03-03,STORE_08,Sunny,1.01,81.7
2024-03-03,STORE_09,Sunny,1.03,70.8
2024-03-03,STORE_10,Sunny,1.0,61.4
2024-03-04,STORE_01,Cloudy,0.92,89.2
2024-03-04,STORE_02,Cloudy,0.97,36.1
2024-03-04,STORE_03,Cloudy,0.97,47.2
2024-03-04,STORE_04,Cloudy,1.01,74.7
2024-03-04,STORE_05,Cloudy,1.0,95.7
2024-03-04,STORE_06,Cloudy,1.05,79.4
2024-03-04,STORE_07,Cloudy,0.92,76.8
2024-03-04,STORE_08,Cloudy,1.06,62.1
2024-03-04,STORE_09,Cloudy,0.98,42.1
2024-03-04,STORE_10,Cloudy,1.02,40.8
2024-03-05,STORE_01,Cloudy,1.05,86.0
2024-03-05,STORE_02,Cloudy,1.02,55.3
2024-03-05,STORE_03,Cloudy,1.0,67.6
2024-03-05,STORE_04,Cloudy,1.02,63.2
2024-03-05,STORE_05,Cloudy,0.95,100.0
2024-03-05,STORE_06,Cloudy,1.02,81.4
2024-03-05,STORE_07,Cloudy,0.95,84.5
2024-03-05,STORE_08,Cloudy,1.12,61.2
2024-03-05,STORE_09,Cloudy,0.95,52.0
2024-03-05,STORE_10,Cloudy,1.01,34.5
2024-03-06,STORE_01,Cloudy,1.0,94.7
2024-03-06,STORE_02,Cloudy,0.95,41.6
2024-03-06,STORE_03,Cloudy,1.01,58.4
2024-03-06,STORE_04,Cloudy,1.06,78.5
2024-03-06,STORE_05,Cloudy,1.07,77.0
2024-03-06,STORE_06,Cloudy,1.11,79.8
2024-03-06,STORE_07,Cloudy,0.95,91.0
2024-03-06,STORE_08,Cloudy,1.04,29.7
2024-03-06,STORE_09,Cloudy,0.99,46.3
2024-03-06,STORE_10,Cloudy,1.05,57.7
2024-03-07,STORE_01,Sunny,1.08,65.4
2024-03-07,STORE_02,Sunny,1.08,47.2
2024-03-07,STORE_03,Sunny,0.99,56.8
2024-03-07,STORE_04,Sunny,0.98,69.8
2024-03-07,STORE_05,Sunny,1.0,89.3
2024-03-07,STORE_06,Sunny,0.99,79.1
2024-03-07,STORE_07,Sunny,0.89,85.8
2024-03-07,STORE_08,Sunny,0.95,54.6
2024-03-07,STORE_09,Sunny,0.92,38.5
2024-03-07,STORE_10,Sunny,0.93,32.1
2024-03-08,STORE_01,Cloudy,0.96,94.9
2024-03-08,STORE_02,Cloudy,1.03,51.7
2024-03-08,STORE_03,Cloudy,0.97,74.4
2024-03-08,STORE_04,Cloudy,1.07,57.0
2024-03-08,STORE_05,Cloudy,0.98,76.7
2024-03-08,STORE_06,Cloudy,0.98,73.8
2024-03-08,STORE_07,Cloudy,1.03,76.6
2024-03-08,STORE_08,Cloudy,0.97,50.8
2024-03-08,STORE_09,Cloudy,1.01,60.0
2024-03-08,STORE_10,Cloudy,1.05,31.5
2024-03-09,STORE_01,Rainy,1.0,21.8
2024-03-09,STORE_02,Rainy,1.01,78.6
2024-03-09,STORE_03,Rainy,0.96,54.2
2024-03-09,STORE_04,Rainy,1.0,29.3
2024-03-09,STORE_05,Rainy,0.93,39.7
2024-03-09,STORE_06,Rainy,1.07,25.1
2024-03-09,STORE_07,Rainy,0.98,42.7
2024-03-09,STORE_08,Rainy,1.03,74.9
2024-03-09,STORE_09,Rainy,1.0,72.0
2024-03-09,STORE_10,Rainy,0.87,74.4
2024-03-10,STORE_01,Cloudy,1.02,31.9
2024-03-10,STORE_02,Cloudy,1.0,83.8
2024-03-10,STORE_03,Cloudy,1.04,64.1
2024-03-10,STORE_04,Cloudy,0.95,28.3
2024-03-10,STORE_05,Cloudy,1.08,7.4
2024-03-10,STORE_06,Cloudy,0.97,21.3
2024-03-10,STORE_07,Cloudy,1.04,17.7
2024-03-10,STORE_08,Cloudy,0.93,67.1
2024-03-10,STORE_09,Cloudy,1.06,73.3
2024-03-10,STORE_10,Cloudy,0.97,81.4
2024-03-11,STORE_01,Cloudy,1.06,79.4
2024-03-11,STORE_02,Cloudy,1.07,54.7
2024-03-11,STORE_03,Cloudy,1.0,55.2
2024-03-11,STORE_04,Cloudy,1.04,97.7
2024-03-11,STORE_05,Cloudy,0.94,90.7
2024-03-11,STORE_06,Cloudy,1.01,72.1
2024-03-11,STORE_07,Cloudy,0.97,86.5
2024-03-11,STORE_08,Cloudy,1.08,51.4
2024-03-11,STORE_09,Cloudy,0.94,57.0
2024-03-11,STORE_10,Cloudy,0.96,48.9
2024-03-12,STORE_01,Sunny,0.97,69.8
2024-03-12,STORE_02,Sunny,0.99,44.6
2024-03-12,STORE_03,Sunny,0.88,52.9
2024-03-12,STORE_04,Sunny,0.98,51.2
2024-03-12,STORE_05,Sunny,1.01,83.0
2024-03-12,STORE_06,Sunny,1.0,77.7
2024-03-12,STORE_07,Sunny,0.96,86.3
2024-03-12,STORE_08,Sunny,1.01,60.1
2024-03-12,STORE_09,Sunny,1.0,55.5
2024-03-12,STORE_10,Sunny,1.03,71.0
2024-03-13,STORE_01,Sunny,0.99,70.5
2024-03-13,STORE_02,Sunny,1.0,49.1
2024-03-13,STORE_03,Sunny,0.95,50.5
2024-03-13,STORE_04,Sunny,0.94,67.8
2024-03-13,STORE_05,Sunny,0.89,94.8
2024-03-13,STORE_06,Sunny,1.07,96.5
2024-03-13,STORE_07,Sunny,0.87,82.0
2024-03-13,STORE_08,Sunny,1.0,46.4
2024-03-13,STORE_09,Sunny,0.97,39.9
2024-03-13,STORE_10,Sunny,1.03,65.3
2024-03-14,STORE_01,Sunny,0.97,61.1
2024-03-14,STORE_02,Sunny,1.05,56.2
2024-03-14,STORE_03,Sunny,1.13,36.0
2024-03-14,STORE_04,Sunny,0.93,66.0
2024-03-14,STORE_05,Sunny,0.98,90.0
2024-03-14,STORE_06,Sunny,1.03,80.0
2024-03-14,STORE_07,Sunny,0.91,69.7
2024-03-14,STORE_08,Sunny,1.05,44.0
2024-03-14,STORE_09,Sunny,1.08,44.5
2024-03-14,STORE_10,Sunny,1.01,62.0
2024-03-15,STORE_01,Rainy,1.02,67.0
2024-03-15,STORE_02,Rainy,0.89,62.8
2024-03-15,STORE_03,Rainy,0.88,55.0
2024-03-15,STORE_04,Rainy,1.08,65.3
2024-03-15,STORE_05,Rainy,0.94,79.2
2024-03-15,STORE_06,Rainy,1.1,83.0
2024-03-15,STORE_07,Rainy,0.95,66.7
2024-03-15,STORE_08,Rainy,1.09,65.0
2024-03-15,STORE_09,Rainy,0.94,49.0
2024-03-15,STORE_10,Rainy,1.08,71.0
2024-03-16,STORE_01,Sunny,0.97,42.0
2024-03-16,STORE_02,Sunny,1.02,53.8
2024-03-16,STORE_03,Sunny,1.09,76.1
2024-03-16,STORE_04,Sunny,1.04,36.6
2024-03-16,STORE_05,Sunny,1.12,17.4
2024-03-16,STORE_06,Sunny,0.97,16.0
2024-03-16,STORE_07,Sunny,0.93,38.1
2024-03-16,STORE_08,Sunny,1.01,51.5
2024-03-16,STORE_09,Sunny,0.99,70.0
2024-03-16,STORE_10,Sunny,0.95,79.9
2024-03-17,STORE_01,Sunny,1.01,36.4
2024-03-17,STORE_02,Sunny,0.94,68.9
2024-03-17,STORE_03,Sunny,0.96,72.3
2024-03-17,STORE_04,Sunny,1.06,8.1
2024-03-17,STORE_05,Sunny,1.0,29.6
2024-03-17,STORE_06,Sunny,1.05,22.3
2024-03-17,STORE_07,Sunny,1.05,22.2
2024-03-17,STORE_08,Sunny,1.07,67.0
2024-03-17,STORE_09,Sunny,1.01,73.2
2024-03-17,STORE_10,Sunny,1.01,57.3
2024-03-18,STORE_01,Sunny,0.96,68.7
2024-03-18,STORE_02,Sunny,0.91,55.2
2024-03-18,STORE_03,Sunny,1.09,34.4
2024-03-18,STORE_04,Sunny,1.01,67.7
2024-03-18,STORE_05,Sunny,1.0,70.1
2024-03-18,STORE_06,Sunny,0.92,77.8
2024-03-18,STORE_07,Sunny,1.06,98.4
2024-03-18,STORE_08,Sunny,1.05,48.9
2024-03-18,STORE_09,Sunny,1.04,69.0
2024-03-18,STORE_10,Sunny,1.01,54.8
2024-03-19,STORE_01,Rainy,1.05,65.3
2024-03-19,STORE_02,Rainy,0.99,53.4
2024-03-19,STORE_03,Rainy,0.96,41.8
2024-03-19,STORE_04,Rainy,1.0,95.5
2024-03-19,STORE_05,Rainy,0.96,92.8
2024-03-19,STORE_06,Rainy,1.05,77.2
2024-03-19,STORE_07,Rainy,0.98,71.5
2024-03-19,STORE_08,Rainy,1.01,50.3
2024-03-19,STORE_09,Rainy,1.02,48.2
2024-03-19,STORE_10,Rainy,1.04,56.9
2024-03-20,STORE_01,Cloudy,1.02,74.0
2024-03-20,STORE_02,Cloudy,0.96,53.8
2024-03-20,STORE_03,Cloudy,1.08,55.3
2024-03-20,STORE_04,Cloudy,0.93,75.2
2024-03-20,STORE_05,Cloudy,0.91,78.1
2024-03-20,STORE_06,Cloudy,1.04,97.9
2024-03-20,STORE_07,Cloudy,0.93,80.0
2024-03-20,STORE_08,Cloudy,0.97,41.7
2024-03-20,STORE_09,Cloudy,1.0,51.1
2024-03-20,STORE_10,Cloudy,0.97,63.4
2024-03-21,STORE_01,Rainy,1.02,71.6
2024-03-21,STORE_02,Rainy,1.02,48.8
2024-03-21,STORE_03,Rainy,0.99,45.0
2024-03-21,STORE_04,Rainy,1.0,65.1
2024-03-21,STORE_05,Rainy,0.94,76.9
2024-03-21,STORE_06,Rainy,1.01,87.6
2024-03-21,STORE_07,Rainy,0.98,92.8
2024-03-21,STORE_08,Rainy,1.03,54.1
2024-03-21,STORE_09,Rainy,0.96,54.4
2024-03-21,STORE_10,Rainy,1.02,51.5
2024-03-22,STORE_01,Sunny,1.0,97.2
2024-03-22,STORE_02,Sunny,1.0,39.5
2024-03-22,STORE_03,Sunny,0.97,59.9
2024-03-22,STORE_04,Sunny,1.02,73.7
2024-03-22,STORE_05,Sunny,1.04,97.0
2024-03-22,STORE_06,Sunny,0.98,93.2
2024-03-22,STORE_07,Sunny,0.96,89.0
2024-03-22,STORE_08,Sunny,1.06,58.5
2024-03-22,STORE_09,Sunny,0.98,55.5
2024-03-22,STORE_10,Sunny,1.09,48.0
2024-03-23,STORE_01,Rainy,0.98,18.8
2024-03-23,STORE_02,Rainy,1.06,71.8
2024-03-23,STORE_03,Rainy,0.96,76.0
2024-03-23,STORE_04,Rainy,1.01,54.9
2024-03-23,STORE_05,Rainy,0.99,32.8
2024-03-23,STORE_06,Rainy,1.04,25.3
2024-03-23,STORE_07,Rainy,1.05,32.2
2024-03-23,STORE_08,Rainy,0.98,78.7
2024-03-23,STORE_09,Rainy,1.02,64.3
2024-03-23,STORE_10,Rainy,0.99,79.3
2024-03-24,STORE_01,Sunny,1.01,30.7
2024-03-24,STORE_02,Sunny,1.04,56.1
2024-03-24,STORE_03,Sunny,0.96,80.0
2024-03-24,STORE_04,Sunny,0.98,19.8
2024-03-24,STORE_05,Sunny,0.99,20.2
2024-03-24,STORE_06,Sunny,1.01,19.4
2024-03-24,STORE_07,Sunny,0.94,6.3
2024-03-24,STORE_08,Sunny,1.05,42.8
2024-03-24,STORE_09,Sunny,1.05,70.2
2024-03-24,STORE_10,Sunny,1.0,58.6
2024-03-25,STORE_01,Rainy,0.99,73.2
2024-03-25,STORE_02,Rainy,1.09,60.0
2024-03-25,STORE_03,Rainy,0.91,33.6
2024-03-25,STORE_04,Rainy,1.03,68.8
2024-03-25,STORE_05,Rainy,1.05,90.0
2024-03-25,STORE_06,Rainy,0.88,73.0
2024-03-25,STORE_07,Rainy,0.96,93.6
2024-03-25,STORE_08,Rainy,1.01,29.8
2024-03-25,STORE_09,Rainy,0.99,57.9
2024-03-25,STORE_10,Rainy,0.99,45.4
2024-03-26,STORE_01,Sunny,0.98,60.9
2024-03-26,STORE_02,Sunny,1.03,54.8
2024-03-26,STORE_03,Sunny,0.99,51.5
2024-03-26,STORE_04,Sunny,1.04,73.8
2024-03-26,STORE_05,Sunny,0.95,85.3
2024-03-26,STORE_06,Sunny,0.93,72.7
2024-03-26,STORE_07,Sunny,1.04,99.6
2024-03-26,STORE_08,Sunny,0.98,48.9
2024-03-26,STORE_09,Sunny,1.05,44.3
2024-03-26,STORE_10,Sunny,0.97,69.0
2024-03-27,STORE_01,Cloudy,1.0,77.8
2024-03-27,STORE_02,Cloudy,1.0,53.2
2024-03-27,STORE_03,Cloudy,1.04,41.9
2024-03-27,STORE_04,Cloudy,1.0,77.3
2024-03-27,STORE_05,Cloudy,1.07,75.2
2024-03-27,STORE_06,Cloudy,0.97,91.6
2024-03-27,STORE_07,Cloudy,0.98,95.0
2024-03-27,STORE_08,Cloudy,0.96,42.2
2024-03-27,STORE_09,Cloudy,1.02,32.3
2024-03-27,STORE_10,Cloudy,0.94,31.7
2024-03-28,STORE_01,Rainy,1.05,74.8
2024-03-28,STORE_02,Rainy,0.98,42.8
2024-03-28,STORE_03,Rainy,0.95,39.4
2024-03-28,STORE_04,Rainy,0.98,65.8
2024-03-28,STORE_05,Rainy,1.01,81.2
2024-03-28,STORE_06,Rainy,1.02,76.1
2024-03-28,STORE_07,Rainy,0.98,89.9
2024-03-28,STORE_08,Rainy,1.0,42.0
2024-03-28,STORE_09,Rainy,1.01,48.0
2024-03-28,STORE_10,Rainy,1.0,65.7
2024-03-29,STORE_01,Rainy,1.01,73.4
2024-03-29,STORE_02,Rainy,0.95,40.1
2024-03-29,STORE_03,Rainy,0.92,36.1
2024-03-29,STORE_04,Rainy,1.01,62.8
2024-03-29,STORE_05,Rainy,1.03,76.1
2024-03-29,STORE_06,Rainy,0.9,85.3
2024-03-29,STORE_07,Rainy,1.04,91.5
2024-03-29,STORE_08,Rainy,1.02,40.1
2024-03-29,STORE_09,Rainy,1.0,41.4
2024-03-29,STORE_10,Rainy,0.91,37.4
2024-03-30,STORE_01,Sunny,1.02,28.7
2024-03-30,STORE_02,Sunny,0.99,75.6
2024-03-30,STORE_03,Sunny,0.97,74.0
2024-03-30,STORE_04,Sunny,0.97,43.1
2024-03-30,STORE_05,Sunny,0.93,32.0
2024-03-30,STORE_06,Sunny,0.98,16.2
2024-03-30,STORE_07,Sunny,1.04,22.8
2024-03-30,STORE_08,Sunny,0.94,57.5
2024-03-30,STORE_09,Sunny,1.07,56.0
2024-03-30,STORE_10,Sunny,0.95,73.0
2024-03-31,STORE_01,Rainy,0.98,20.3
2024-03-31,STORE_02,Rainy,0.96,63.9
2024-03-31,STORE_03,Rainy,0.93,79.8
2024-03-31,STORE_04,Rainy,1.04,46.1
2024-03-31,STORE_05,Rainy,0.98,30.9
2024-03-31,STORE_06,Rainy,0.93,18.5
2024-03-31,STORE_07,Rainy,1.02,14.8
2024-03-31,STORE_08,Rainy,0.94,83.0
2024-03-31,STORE_09,Rainy,0.99,66.3
2024-03-31,STORE_10,Rainy,1.03,56.0
